RefseqId,GeneId,Chrom,TxStart,TxEnd,Strand,TotalReads,Rpkm
NM_001013799,Mettl21c,chr1,44009407,44020006,-,0,0
NM_001013817,Sp140,chr1,85600702,85645036,+,45,1.89771
NM_001014974,Ttll4,chr1,74661753,74697973,+,141,3.37783
NM_001024720,Hmcn1,chr1,150562501,150993435,-,17,0.0945757
NM_001024721,BC094916,chr1,173521310,173535957,-,1,0.0787371
NM_001024945,Qsox1,chr1,155778154,155812899,-,83,2.51607
NM_001024952,Rc3h1,chr1,160906410,160974976,+,911,8.42957
NM_001025156,Ccdc93,chr1,121431066,121506460,+,0,0
NM_001025305,Tfap2b,chr1,19212053,19238734,+,0,0
NM_001025378,Orc2,chr1,58462770,58501426,-,83,2.79093
NM_001025565,Lhx9,chr1,138825185,138842444,-,0,0
NM_001025570,Prrx1,chr1,163255276,163313650,-,1,0.0248623
NM_001025575,Cfhr2,chr1,139810291,139858699,-,0,0
NM_001025602,Il1rl1,chr1,40440627,40465414,+,0,0
NM_001029878,Lonrf2,chr1,38794508,38821215,-,11,0.220749
NM_001029977,Gm4788,chr1,139697918,139781239,-,0,0
NM_001029984,Fcrlb,chr1,170907272,170912941,-,0,0
NM_001033039,Klhdc9,chr1,171358448,171360798,-,9,0.589693
NM_001033041,Acmsd,chr1,127729412,127767564,+,0,0
NM_001033135,Rnf149,chr1,39551295,39577347,-,926,38.7618
NM_001033162,Shcbp1l,chr1,153425208,153452574,+,0,0
NM_001033185,1700084C01Rik,chr1,169928938,169934653,+,0,0
NM_001033194,Gtf3c3,chr1,54397580,54438971,-,317,10.748
NM_001033250,Lemd1,chr1,132191435,132257382,+,0,0
NM_001033284,BC026585,chr1,157458581,157488733,+,22,1.73894
NM_001033285,Cdc42bpa,chr1,179961088,180165602,+,857,10.0874
NM_001033286,Slc30a10,chr1,185454847,185468761,+,0,0
NM_001033288,Sbspon,chr1,15853861,15892722,-,2185,81.0119
NM_001033289,Slc9a2,chr1,40681711,40768885,+,5,0.145843
NM_001033290,Gpr55,chr1,85939536,85961055,-,1,0.0399552
NM_001033291,Usp40,chr1,87945120,88008551,-,1,0.0201794
NM_001033292,Espnl,chr1,91322074,91348303,+,0,0
NM_001033344,Dusp27,chr1,166098147,166127898,-,0,0
NM_001033345,Gm216,chr1,74362107,74369321,+,0,0
NM_001033373,Cdk15,chr1,59256906,59352369,+,0,0
NM_001033408,Rbm44,chr1,91145102,91170795,+,1,0.026457
NM_001033409,Lgr6,chr1,134986352,135105276,-,3,0.0843659
NM_001033427,Lyg2,chr1,37905922,37916493,-,0,0
NM_001033449,Tmem237,chr1,59100592,59120096,-,100,5.45427
NM_001033450,Mnda,chr1,173896354,173912922,-,0,0
NM_001033499,Sh2d1b2,chr1,170232870,170251587,+,0,0
NM_001033547,4922505E12Rik,chr1,182747125,182749180,-,0,0
NM_001033606,Acsl3,chr1,78657824,78707743,+,269,7.19352
NM_001033636,Prex2,chr1,11263962,11303682,+,0,0
NM_001033764,4931408C20Rik,chr1,26681800,26687460,-,0,0
NM_001033819,9130409I23Rik,chr1,181051236,181060667,+,0,0
NM_001033904,Khdc1c,chr1,21368330,21369743,+,0,0
NM_001034060,Rufy4,chr1,74125540,74148223,+,0,0
NM_001034899,Gm16432,chr1,177991434,178048291,+,0,0
NM_001037136,Agap1,chr1,89454810,89895282,+,137,1.48146
NM_001037170,Tomm40l,chr1,171217802,171222514,-,91,3.17521
NM_001037725,Fam117b,chr1,59913005,59985348,+,305,5.61532
NM_001037726,Creb1,chr1,64532803,64604548,+,0,0
NM_001037742,Tyw5,chr1,57388243,57406674,-,47,3.38898
NM_001037759,Sgk3,chr1,9848280,9902568,+,670,12.6508
NM_001037812,Tmem237,chr1,59100596,59119806,-,12,0.670669
NM_001037909,C130026I21Rik,chr1,85246343,85270566,-,3,0.161981
NM_001037918,Lipt1,chr1,37872205,37876298,+,15,0.982822
NM_001037999,Dbi,chr1,120113279,120120919,-,69,11.8552
NM_001038592,Glrx2,chr1,143739567,143749678,+,80,2.26224
NM_001038593,Glrx2,chr1,143739348,143749678,+,10,0.290604
NM_001038594,Glrx2,chr1,143740446,143749678,+,10,0.29575
NM_001038607,Kcnh1,chr1,192190871,192510158,+,17,0.245265
NM_001038619,Dnm3,chr1,161987301,162478030,-,0,0
NM_001038621,Rabgap1l,chr1,160219173,160351571,-,3464,55.6852
NM_001038846,Rcsd1,chr1,165648944,165708094,-,0,0
NM_001039045,Pigc,chr1,161969187,161973435,+,0,0
NM_001039123,Defb18,chr1,18236472,18237443,-,0,0
NM_001039126,Asb1,chr1,91540564,91559590,+,183,3.12261
NM_001039169,Eif4e2,chr1,87213938,87228858,+,83,3.74183
NM_001039170,Eif4e2,chr1,87213913,87228858,+,239,13.4609
NM_001039184,Cep350,chr1,155844963,155973255,-,745,5.70414
NM_001039219,Gm6086,chr1,93990508,94011539,+,0,0
NM_001039472,Kif21b,chr1,136131400,136178014,+,14,0.156421
NM_001039475,Slco6b1,chr1,96906175,96997560,-,0,0
NM_001039482,Klhl20,chr1,161088377,161131479,-,94,2.37237
NM_001039483,Tmco1,chr1,167308669,167333978,+,360,8.19824
NM_001039484,Kcnj10,chr1,172341209,172374085,+,1,0.0188433
NM_001039493,Plekhm3,chr1,64789120,64956824,-,109,1.29708
NM_001039495,Ccdc108,chr1,74902079,74935599,-,0,0
NM_001039509,Pnkd,chr1,74285033,74353692,+,0,0
NM_001039510,Adora1,chr1,134199221,134235431,-,1,0.020496
NM_001039511,Ivns1abp,chr1,151344497,151356798,+,1725,62.9263
NM_001039512,Ivns1abp,chr1,151344497,151364445,+,0,0
NM_001039551,Cnnm3,chr1,36511875,36528237,+,0,0
NM_001039593,1700015E13Rik,chr1,170308860,170312125,+,0,0
NM_001039644,Edem3,chr1,151755373,151822328,+,472,7.28197
NM_001039710,Coq10b,chr1,55052769,55072702,+,91,5.35004
NM_001039934,Map2,chr1,66175328,66442583,+,0,0
NM_001040027,Gm15386,chr1,18260523,18265138,-,0,0
NM_001042485,Tmem183a,chr1,134346096,134361999,-,0,0
NM_001042577,Lhx9,chr1,138830943,138842444,-,0,0
NM_001042634,Clk1,chr1,58411987,58424088,-,858,47.7694
NM_001042659,Fzd5,chr1,64730557,64737750,-,0,0
NM_001044751,Hsd11b1,chr1,193221640,193242360,-,0,0
NM_001045481,Ifi203,chr1,173920402,173942492,-,0,0
NM_001045513,Raph1,chr1,60483184,60566765,-,212,2.36918
NM_001045533,March4,chr1,72427111,72536564,-,0,0
NM_001077189,Fcgr2b,chr1,170960558,170976071,-,0,0
NM_001077237,BC003331,chr1,150361310,150393055,-,0,0
NM_001077353,Gsta3,chr1,21240588,21265559,+,0,0
NM_001077403,Nrp2,chr1,62703316,62818692,+,0,0
NM_001077404,Nrp2,chr1,62703316,62818692,+,0,0
NM_001077405,Nrp2,chr1,62703316,62818692,+,5,0.0763419
NM_001077406,Nrp2,chr1,62703316,62797091,+,0,0
NM_001077407,Nrp2,chr1,62703316,62797091,+,5,0.108482
NM_001077425,Cntnap5a,chr1,115685136,116580674,+,0,0
NM_001077695,Ncoa2,chr1,13139158,13374083,-,0,0
NM_001080126,Casp8,chr1,58802501,58847503,+,16,0.67586
NM_001080809,Cps1,chr1,67123065,67230448,+,0,0
NM_001081011,Srgap2,chr1,131285250,131527361,-,142,1.79948
NM_001081023,Cacna1s,chr1,136052900,136119822,+,0,0
NM_001081027,Kcnt2,chr1,140246256,140610261,+,26,0.669455
NM_001081050,Pard3b,chr1,61638823,62642284,+,60,0.72845
NM_001081078,Lct,chr1,128284763,128328318,-,0,0
NM_001081079,Ogfrl1,chr1,23366423,23383175,-,10,0.210334
NM_001081080,Phf3,chr1,30802341,30863256,-,1090,14.6879
NM_001081081,Gls,chr1,52163449,52233232,-,263,5.38829
NM_001081082,Alpi,chr1,87098001,87101606,-,0,0
NM_001081125,Gli2,chr1,118834060,119053619,-,2,0.0303774
NM_001081126,Gpr161,chr1,165295765,165321851,+,6,0.314624
NM_001081175,Itpkb,chr1,180330475,180423659,+,223,4.45414
NM_001081181,9430016H08Rik,chr1,57406547,57415958,+,95,7.30502
NM_001081197,Apobec4,chr1,152750550,152757544,+,0,0
NM_001081198,Tmem182,chr1,40805600,40855267,+,0,0
NM_001081209,Prdm14,chr1,13113427,13127163,-,0,0
NM_001081210,Mrpl44,chr1,79776017,79781445,+,144,10.3031
NM_001081226,2310009B15Rik,chr1,138851978,138856854,-,8,1.42747
NM_001081227,6330403A02Rik,chr1,180432372,180483504,-,0,0
NM_001081258,Kif14,chr1,136467957,136531511,+,151,1.75425
NM_001081259,Mfsd7b,chr1,191005831,191026190,-,10,0.249293
NM_001081275,1700009P17Rik,chr1,171121660,171126967,+,0,0
NM_001081276,Clasp1,chr1,118389057,118609462,+,0,0
NM_001081290,Prrc2c,chr1,162671784,162740556,-,1589,15.5014
NM_001081304,Atf6,chr1,170704456,170867771,-,490,6.68954
NM_001081307,Ppp1r12b,chr1,134765942,134955940,-,37,1.20171
NM_001081316,Dsel,chr1,111858701,111864918,-,129,2.28063
NM_001081360,Camsap2,chr1,136268122,136346104,-,283,3.68576
NM_001081361,Marc1,chr1,184786766,184811313,-,0,0
NM_001081363,Cenpf,chr1,189640613,189688086,-,72,0.659574
NM_001081386,Cdh19,chr1,110889194,110977372,-,0,0
NM_001081433,Ankrd44,chr1,54645339,54926387,-,26,0.431438
NM_001081436,Ino80d,chr1,63047800,63114267,-,503,3.81371
NM_001081456,Plcd4,chr1,74542888,74565977,+,2,0.0745324
NM_001081658,Dytn,chr1,63622850,63686927,-,0,0
NM_001081746,Gm7609,chr1,85199610,85213762,+,0,0
NM_001081756,Nckap5,chr1,125913635,126830632,-,3,0.0423759
NM_001082573,Crygc,chr1,65071524,65073532,-,0,0
NM_001083120,Enah,chr1,181904444,182019980,-,5,0.120746
NM_001083121,Enah,chr1,181904444,182019980,-,323,9.43766
NM_001083897,Mpzl1,chr1,165592180,165634541,-,775,33.5151
NM_001085370,Speg,chr1,75385609,75432304,+,0,0
NM_001085371,Speg,chr1,75382113,75404565,+,1,0.0300106
NM_001085376,Pappa2,chr1,158711730,158957438,-,0,0
NM_001085409,Steap3,chr1,120226415,120271082,-,0,0
NM_001097644,Ccnyl1,chr1,64691344,64725642,+,17,0.592157
NM_001098528,Kcnb2,chr1,15312451,15714214,+,159,3.05139
NM_001099276,Pik3c2b,chr1,133046011,133108688,+,74,0.950883
NM_001099637,Cep170,chr1,176733652,176807124,-,10,0.147021
NM_001101516,Gpr25,chr1,136258913,136260873,-,0,0
NM_001101647,Prlh,chr1,90953107,90954012,+,0,0
NM_001102430,Arfgef1,chr1,10137506,10232670,-,1038,15.0181
NM_001103182,Lin9,chr1,180641333,180690687,+,9,0.308123
NM_001104529,Gpr35,chr1,92973118,92986391,+,2,0.0509812
NM_001105667,Dtymk,chr1,93792575,93801934,-,71,7.21226
NM_001109759,Fam71a,chr1,191162583,191164817,-,0,0
NM_001109985,Nos1ap,chr1,170317495,170589849,-,7,0.239893
NM_001110146,Prg4,chr1,150449411,150466165,-,0,0
NM_001110192,Inpp5d,chr1,87620311,87720508,+,57,1.1768
NM_001110193,Inpp5d,chr1,87620311,87720508,+,0,0
NM_001110212,Gigyf2,chr1,87327028,87450810,+,0,0
NM_001110227,Kcnj13,chr1,87386283,87394729,-,5,0.377635
NM_001110315,Kif1a,chr1,93015455,93101865,-,1,0.0123753
NM_001110831,Dnpep,chr1,75308564,75317637,-,30,1.68036
NM_001111059,Cd34,chr1,194938820,194961292,+,6,0.233237
NM_001111272,Stau2,chr1,16228809,16519302,-,0,0
NM_001111279,Wdfy1,chr1,79702261,79761769,-,83,1.85817
NM_001111311,Lrrfip1,chr1,91053443,91117322,+,555,15.4415
NM_001111312,Lrrfip1,chr1,90998726,91128944,+,37,1.79002
NM_001111314,Ngef,chr1,87476828,87573870,-,372,12.1713
NM_001111316,Ptprc,chr1,138062858,138175126,-,0,0
NM_001111320,Idh1,chr1,65158615,65186479,-,10,0.44589
NM_001112702,Tnni1,chr1,135799510,135810989,+,0,0
NM_001113187,Khdc1b,chr1,21383555,21386384,+,0,0
NM_001113367,Boll,chr1,55300068,55362707,-,0,0
NM_001113383,Gls,chr1,52185280,52233232,-,317,7.30885
NM_001113387,Myl1,chr1,66924295,66935366,-,0,0
NM_001113391,Cd247,chr1,165788680,165862112,+,13,0.785597
NM_001113392,Cd247,chr1,165788680,165871153,+,0,0
NM_001113393,Cd247,chr1,165788680,165871153,+,0,0
NM_001113394,Cd247,chr1,165788680,165871153,+,0,0
NM_001113416,Epb4.1l5,chr1,119594823,119649000,-,435,15.8968
NM_001114102,Tyw5,chr1,57393320,57406674,-,0,0
NM_001114609,Ino80d,chr1,63047800,63114267,-,185,1.39322
NM_001114662,Mfsd4,chr1,132036782,132068062,-,6,0.15928
NM_001114663,Plcl1,chr1,55405945,55754285,+,245,3.80809
NM_001115074,Gm101,chr1,119923518,119995210,-,0,0
NM_001122675,Zcchc2,chr1,105990405,106034079,+,208,3.18059
NM_001122676,Zcchc2,chr1,105990405,106034079,+,93,1.63341
NM_001122680,Pvrl4,chr1,171370172,171388287,+,95,2.82273
NM_001122685,Rhbdd1,chr1,82339048,82445367,+,172,4.75173
NM_001122732,Spata3,chr1,86021941,86029958,+,0,0
NM_001122738,Kansl1l,chr1,66719242,66817595,-,46,1.00682
NM_001123382,Il1r1,chr1,40266585,40316177,+,484,10.2564
NM_001126046,Fam178b,chr1,36562695,36683183,-,0,0
NM_001126047,Sema4c,chr1,36548639,36558381,-,255,6.82451
NM_001128605,Psen2,chr1,180227003,180256300,-,11,0.561214
NM_001128609,Dedd,chr1,171329144,171342501,+,25,0.931996
NM_001130174,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130175,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130176,Tnnt2,chr1,135840860,135852261,+,0,0
NM_001130177,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130178,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130179,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130180,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001130181,Tnnt2,chr1,135836333,135852268,+,0,0
NM_001134741,Tdrd5,chr1,156255295,156303348,-,0,0
NM_001134829,Lpgat1,chr1,191718394,191784257,+,681,9.81945
NM_001136070,Eif2d,chr1,131153206,131173471,+,208,10.7248
NM_001136104,Abl2,chr1,156558786,156649619,+,82,0.803176
NM_001136222,Acsl3,chr1,78657824,78707743,+,6,0.180223
NM_001136226,Utp14b,chr1,78658439,78667601,+,0,0
NM_001142647,Tmem194b,chr1,52630704,52651919,+,0,0
NM_001142948,Pogk,chr1,166393611,166409828,-,55,0.796436
NM_001143956,Mettl11b,chr1,163702992,163725232,-,0,0
NM_001144855,Ppfia4,chr1,134296782,134332928,-,4,0.0671738
NM_001144992,2810459M11Rik,chr1,86045862,86055456,+,0,0
NM_001144993,2810459M11Rik,chr1,86045862,86055456,+,1,0.0306147
NM_001145300,4931440L10Rik,chr1,134540944,134547022,-,0,0
NM_001145660,Rfx8,chr1,39665300,39720989,-,0,0
NM_001145781,Acbd6,chr1,155558119,155587794,+,0,0
NM_001145800,Igsf9,chr1,172482212,172498877,+,20,0.492797
NM_001145804,Nucks1,chr1,131910457,131936321,+,0,0
NM_001145806,Capn8,chr1,182565006,182606526,+,0,0
NM_001145807,Fam5c,chr1,146497686,146902472,+,0,0
NM_001146330,Gpr52,chr1,160576667,160577753,-,1,0.0938175
NM_001159520,Pax3,chr1,78101266,78197136,-,0,0
NM_001159525,Pex19,chr1,172126754,172136497,+,0,0
NM_001159624,Rnpep,chr1,135262698,135284084,-,124,5.78473
NM_001159649,Lax1,chr1,133679028,133690108,-,5,0.214858
NM_001159658,Aqp12,chr1,93006333,93012269,+,0,0
NM_001159711,Ly96,chr1,16688455,16709605,+,10,1.85584
NM_001159717,Sept2,chr1,93478992,93509732,+,0,0
NM_001159718,Sept2,chr1,93478992,93509732,+,1208,38.5704
NM_001159719,Sept2,chr1,93479060,93509732,+,112,3.49394
NM_001159725,Rab17,chr1,90958132,90967667,-,18,1.17636
NM_001159729,Rab23,chr1,33720418,33742564,+,15,0.3631
NM_001159730,Pdc,chr1,150319416,150333906,+,0,0
NM_001159731,Rxrg,chr1,167618264,167639623,+,0,0
NM_001159738,Ccl20,chr1,83116765,83119167,+,0,0
NM_001159745,St8sia4,chr1,95627242,95667594,-,1,0.0730888
NM_001159748,Serpinb8,chr1,107590005,107606150,+,23,1.90363
NM_001159750,Tcea1,chr1,4857693,4897909,+,162,6.18647
NM_001159751,Tcea1,chr1,4858327,4897909,+,11,0.437108
NM_001159769,Nr5a2,chr1,136843583,136953630,-,0,0
NM_001159850,Kcnk2,chr1,189207929,189343353,-,0,0
NM_001159864,Kctd18,chr1,57955100,57970084,-,111,4.32479
NM_001159865,Kctd18,chr1,57955100,57970084,-,0,0
NM_001159866,Uchl5,chr1,143777277,143807466,+,0,0
NM_001159883,Dnajb2,chr1,75236422,75245692,+,92,3.07026
NM_001159884,Dnajb2,chr1,75236422,75245692,+,95,5.17879
NM_001159885,Dnajb2,chr1,75236701,75245692,+,55,2.94313
NM_001159905,Zfand2b,chr1,75168645,75171626,+,0,0
NM_001159906,Zfand2b,chr1,75168645,75171626,+,95,8.06596
NM_001159930,Cenpl,chr1,161070891,161086343,+,7,0.398436
NM_001159940,2310007B03Rik,chr1,93151354,93160870,-,27,1.19501
NM_001159948,Als2,chr1,59162755,59237093,-,102,1.55551
NM_001159965,Ralgps2,chr1,156804165,156939626,-,0,0
NM_001159966,Ralgps2,chr1,156804165,156939387,-,3002,44.3921
NM_001159967,Ralgps2,chr1,156804165,156939626,-,51,0.751544
NM_001159968,Ralgps2,chr1,156804165,156939626,-,0,0
NM_001159986,Sec16b,chr1,157526169,157568424,+,0,0
NM_001160018,Tor1aip1,chr1,156004598,156036480,-,32,0.757868
NM_001160019,Tor1aip1,chr1,156004598,156034817,-,189,5.18203
NM_001160038,Ndufs1,chr1,63143591,63176822,-,44,1.53159
NM_001160039,Ndufs1,chr1,63143591,63176822,-,85,3.12759
NM_001160040,Ndufs1,chr1,63143591,63176822,-,130,4.69187
NM_001160049,Dusp27,chr1,166098147,166127898,-,0,0
NM_001160139,Kcnq5,chr1,21398402,21961942,-,0,0
NM_001160145,Tmem9,chr1,136008218,136035030,+,22,1.40532
NM_001160146,Tmem9,chr1,136018155,136035030,+,22,1.50335
NM_001160163,Neu2,chr1,87574026,87597840,+,9,0.534055
NM_001160164,Neu2,chr1,87574026,87597840,+,6,0.378523
NM_001160165,Neu2,chr1,87584021,87597840,+,8,0.467634
NM_001160180,Tor1aip2,chr1,156035726,156053736,+,0,0
NM_001160181,Tor1aip2,chr1,156040860,156053736,+,0,0
NM_001160182,Tor1aip2,chr1,156036035,156053736,+,112,4.42982
NM_001160208,Blzf1,chr1,164289799,164307484,-,77,1.99776
NM_001160209,Blzf1,chr1,164289799,164307484,-,77,1.95446
NM_001160211,Cnih3,chr1,181352627,181460641,+,9,0.343435
NM_001160212,Cnih3,chr1,181352627,181460641,+,0,0
NM_001160215,Fcrla,chr1,170917593,170927583,-,0,0
NM_001160235,Fam168b,chr1,34813217,34843050,-,86,1.732
NM_001160236,Fam168b,chr1,34813217,34843050,-,444,8.96854
NM_001160251,Zfp281,chr1,136624900,136630391,+,84,1.62245
NM_001160256,Smg7,chr1,152836994,152902646,-,0,0
NM_001160257,Smg7,chr1,152836994,152878168,-,202,3.55273
NM_001160261,Fam78b,chr1,167001416,167091302,+,0,0
NM_001160262,Fam78b,chr1,167001416,167091302,+,0,0
NM_001160268,Plekha6,chr1,133246096,133303435,+,46,0.661503
NM_001160303,Gm4788,chr1,139697918,139781239,-,0,0
NM_001160304,Gm4788,chr1,139697918,139781239,-,3,0.112789
NM_001160307,Serpinb10,chr1,107529002,107549271,+,0,0
NM_001160316,Nfasc,chr1,132564689,132642858,-,0,0
NM_001160317,Nfasc,chr1,132564689,132741797,-,0,0
NM_001160318,Nfasc,chr1,132564689,132707326,-,0,0
NM_001160359,A130010J15Rik,chr1,193173576,193177832,+,0,0
NM_001160360,A130010J15Rik,chr1,193173468,193177832,+,387,10.8622
NM_001160368,Rnf152,chr1,105276916,105356710,-,0,0
NM_001160369,A830018L16Rik,chr1,11414104,11975902,+,0,0
NM_001160370,A830018L16Rik,chr1,11414104,11601821,+,0,0
NM_001160371,A830018L16Rik,chr1,11414104,11601821,+,0,0
NM_001160386,Dnah7b,chr1,46066737,46373550,+,9,0.0744417
NM_001160420,Optc,chr1,133897193,133907999,-,0,0
NM_001160421,Optc,chr1,133897193,133907173,-,0,0
NM_001160422,Optc,chr1,133900833,133907173,-,0,0
NM_001161665,Kif26b,chr1,178529124,178932857,+,15,0.206358
NM_001161816,Gm15455,chr1,33835898,33838914,-,0,0
NM_001161817,Myo1b,chr1,51749765,51915974,-,0,0
NM_001161842,Il18r1,chr1,40465551,40491578,+,0,0
NM_001161843,Il18r1,chr1,40465620,40491580,+,10,0.568242
NM_001162415,Pfkfb2,chr1,130689042,130729253,-,76,2.09903
NM_001162416,Pfkfb2,chr1,130697016,130714576,-,35,1.49706
NM_001162896,4930523C07Rik,chr1,160044379,160078586,+,7,0.176797
NM_001162938,Pydc3,chr1,173673679,173698392,+,0,0
NM_001163131,Elf3,chr1,135253573,135258472,-,422,21.4979
NM_001163290,Adck3,chr1,180165237,180193485,-,16,0.415014
NM_001163314,Pgap1,chr1,54472999,54557684,-,76,0.731952
NM_001163421,Tatdn3,chr1,191045829,191062932,-,10,0.812487
NM_001163422,Tatdn3,chr1,191045829,191062932,-,1,0.0905652
NM_001163425,Myeov2,chr1,92637144,92641985,-,229,53.2691
NM_001163754,Rab3gap2,chr1,185204167,185286746,+,895,13.0492
NM_001164059,Sell,chr1,164062075,164080785,+,3,0.138119
NM_001164233,Slco6d1,chr1,98421123,98509380,+,0,0
NM_001164286,Gm5415,chr1,32543545,32547293,-,0,0
NM_001164306,Gm4846,chr1,166483612,166497588,-,0,0
NM_001164312,Gm4847,chr1,166628970,166647693,-,0,0
NM_001164525,Tstd1,chr1,171419032,171420352,+,8,1.47929
NM_001164528,Ildr2,chr1,166254138,166316832,+,37,0.456389
NM_001164566,Spats2l,chr1,57845570,57948397,+,0,0
NM_001164682,Mpp4,chr1,59120934,59163389,-,0,0
NM_001164725,Fcrl6,chr1,172596639,172602551,-,1,0.0532319
NM_001166501,Dennd1b,chr1,138963708,139176042,+,67,0.831975
NM_001166552,Zbed6,chr1,133655878,133660885,-,2512,51.1159
NM_001166728,Vmn1r1,chr1,182157177,182158098,-,0,0
NM_001167949,Atp2b4,chr1,133702673,133753747,-,0,0
NM_001168392,Ramp1,chr1,91179821,91206790,+,0,0
NM_001170632,Fcamr,chr1,130800901,130814740,+,0,0
NM_001170641,Rufy4,chr1,74125540,74148230,+,0,0
NM_001170853,Mndal,chr1,173857219,173880187,-,7,0.373795
NM_001172074,3110009E18Rik,chr1,120121186,120188189,+,6,0.607066
NM_001172157,Dis3l2,chr1,86703803,87050097,+,0,0
NM_001172205,Arid5a,chr1,36307732,36324029,+,77,1.37659
NM_001172206,Arid5a,chr1,36307732,36324029,+,0,0
NM_001173477,Speg,chr1,75400084,75404565,+,1,0.0723621
NM_001174170,Serpinb2,chr1,107511422,107525600,+,0,0
NM_001177348,Gm3646,chr1,39804140,39805332,-,0,0
NM_001177349,Pydc4,chr1,173591956,173599274,-,0,0
NM_001177350,Pydc4,chr1,173591956,173599274,-,0,0
NM_001177364,Mroh2a,chr1,88227019,88262289,+,12,0.162454
NM_001177581,7420461P10Rik,chr1,162647242,162658219,-,0,0
NM_001177600,Adam23,chr1,63445903,63573219,+,0,0
NM_001177628,Slc45a3,chr1,131962914,131982972,+,11,0.34305
NM_001177658,Mrpl15,chr1,4773199,4785726,-,84,2.03723
NM_001177794,Sertad4,chr1,192844487,192851747,-,17,0.560356
NM_001177795,Rgs20,chr1,4909575,5070285,-,0,0
NM_001177867,Sgol2,chr1,57985339,58025897,+,21,0.495623
NM_001177900,Rd3,chr1,191977372,191988282,+,0,0
NM_001178038,Fmo6,chr1,162916550,162937225,-,2,0.108969
NM_001190444,Aamp,chr1,74279839,74284738,-,599,33.5328
NM_001190984,Lancl1,chr1,67000516,67038834,-,26,0.62433
NM_001190985,Lancl1,chr1,67000516,67038872,-,15,0.342589
NM_001195025,Nuak2,chr1,132316124,132333488,+,0,0
NM_001195189,4930469G21Rik,chr1,161156842,161159314,-,0,0
NM_001195662,Rp1,chr1,4290845,4409241,-,3,0.100314
NM_001195732,Fam150a,chr1,6359330,6394731,+,0,0
NM_001195816,Pld5,chr1,175962305,176213942,-,0,0
NM_001198565,Sulf1,chr1,12692429,12860372,+,0,0
NM_001198566,Sulf1,chr1,12692429,12860372,+,13,0.292388
NM_001198570,Abi2,chr1,60409618,60481163,+,0,0
NM_001198571,Abi2,chr1,60409618,60481163,+,0,0
NM_001198573,Usp40,chr1,87945120,88008551,-,694,13.3011
NM_001198955,Gm7694,chr1,170298192,170306332,-,13,0.345556
NM_001199003,Rgs7,chr1,175059075,175492545,-,0,0
NM_001199020,Angel2,chr1,190925107,190946491,+,0,0
NM_001199060,Wdr12,chr1,60076867,60098500,-,16,0.524847
NM_001199061,Wdr12,chr1,60076867,60098134,-,12,0.430807
NM_001199213,Serpinb12,chr1,106938956,106957080,+,10,0.629313
NM_001199956,Gm9839,chr1,32519562,32520999,-,0,0
