328
NM_166764	NM_166764	MissingGeneType
NM_166761	NM_166761	MissingGeneType
NM_166760	NM_166760	MissingGeneType
NM_166759	NM_166759	MissingGeneType
NR_123746	NR_123746	MissingGeneType
NM_143666	NM_143666	MissingGeneType
NM_001347760	NM_001347760	MissingGeneType
NM_001272127	NM_001272127	MissingGeneType
NM_001272126	NM_001272126	MissingGeneType
NM_166766	NM_166766	MissingGeneType
NM_143667	NM_143667	MissingGeneType
NM_001297785	NM_001297785	MissingGeneType
NM_001272129	NM_001272129	MissingGeneType
NM_001272128	NM_001272128	MissingGeneType
NM_001272125	NM_001272125	MissingGeneType
NM_166765	NM_166765	MissingGeneType
NM_079884	NM_079884	MissingGeneType
NM_001272130	NM_001272130	MissingGeneType
NM_001258496	NM_001258496	MissingGeneType
NM_001297786	NM_001297786	MissingGeneType
NM_001272131	NM_001272131	MissingGeneType
NM_143668	NM_143668	MissingGeneType
NR_073619	NR_073619	MissingGeneType
NM_079885	NM_079885	MissingGeneType
NM_166767	NM_166767	MissingGeneType
NM_001272134	NM_001272134	MissingGeneType
NM_001272133	NM_001272133	MissingGeneType
NM_166769	NM_166769	MissingGeneType
NM_166768	NM_166768	MissingGeneType
NM_001272132	NM_001272132	MissingGeneType
NM_001272135	NM_001272135	MissingGeneType
NM_143669	NM_143669	MissingGeneType
NM_166771	NM_166771	MissingGeneType
NM_166770	NM_166770	MissingGeneType
NM_143670	NM_143670	MissingGeneType
NM_166773	NM_166773	MissingGeneType
NM_143671	NM_143671	MissingGeneType
NR_123747	NR_123747	MissingGeneType
NM_080103	NM_080103	MissingGeneType
NM_001272136	NM_001272136	MissingGeneType
NM_001169353	NM_001169353	MissingGeneType
NM_079886	NM_079886	MissingGeneType
NM_166777	NM_166777	MissingGeneType
NM_166776	NM_166776	MissingGeneType
NM_166775	NM_166775	MissingGeneType
NM_166774	NM_166774	MissingGeneType
NM_079887	NM_079887	MissingGeneType
NR_047709	NR_047709	MissingGeneType
NM_143673	NM_143673	MissingGeneType
NM_166779	NM_166779	MissingGeneType
NM_001042785	NM_001042785	MissingGeneType
NM_001042786	NM_001042786	MissingGeneType
NM_143674	NM_143674	MissingGeneType
NM_166783	NM_166783	MissingGeneType
NM_001014691	NM_001014691	MissingGeneType
NM_166785	NM_166785	MissingGeneType
NM_166784	NM_166784	MissingGeneType
NM_166781	NM_166781	MissingGeneType
NM_166780	NM_166780	MissingGeneType
NM_001272138	NM_001272138	MissingGeneType
NM_001272137	NM_001272137	MissingGeneType
NM_143676	NM_143676	MissingGeneType
NM_001272141	NM_001272141	MissingGeneType
NM_001272139	NM_001272139	MissingGeneType
NM_001272140	NM_001272140	MissingGeneType
NM_143677	NM_143677	MissingGeneType
NM_166788	NM_166788	MissingGeneType
NM_166786	NM_166786	MissingGeneType
NM_166787	NM_166787	MissingGeneType
NM_166789	NM_166789	MissingGeneType
NM_001014693	NM_001014693	MissingGeneType
NM_079889	NM_079889	MissingGeneType
NM_001014694	NM_001014694	MissingGeneType
NM_001169354	NM_001169354	MissingGeneType
NM_001272143	NM_001272143	MissingGeneType
NM_205876	NM_205876	MissingGeneType
NM_001297787	NM_001297787	MissingGeneType
NM_001272142	NM_001272142	MissingGeneType
NR_123748	NR_123748	MissingGeneType
NM_166791	NM_166791	MissingGeneType
NM_143679	NM_143679	MissingGeneType
NM_001014695	NM_001014695	MissingGeneType
NM_001272145	NM_001272145	MissingGeneType
NM_001272144	NM_001272144	MissingGeneType
NM_166792	NM_166792	MissingGeneType
NM_143694	NM_143694	MissingGeneType
NR_123749	NR_123749	MissingGeneType
NM_001169357	NM_001169357	MissingGeneType
NM_001169356	NM_001169356	MissingGeneType
NM_205878	NM_205878	MissingGeneType
NM_143693	NM_143693	MissingGeneType
NR_047711	NR_047711	MissingGeneType
NM_001258497	NM_001258497	MissingGeneType
NM_001297788	NM_001297788	MissingGeneType
NM_001272146	NM_001272146	MissingGeneType
NM_001258498	NM_001258498	MissingGeneType
NM_166794	NM_166794	MissingGeneType
NM_166793	NM_166793	MissingGeneType
NM_143692	NM_143692	MissingGeneType
NR_123750	NR_123750	MissingGeneType
NR_073620	NR_073620	MissingGeneType
NM_001144385	NM_001144385	MissingGeneType
NM_001103382	NM_001103382	MissingGeneType
NM_079901	NM_079901	MissingGeneType
NM_079900	NM_079900	MissingGeneType
NM_001297789	NM_001297789	MissingGeneType
NM_001272148	NM_001272148	MissingGeneType
NM_001272147	NM_001272147	MissingGeneType
NM_001272149	NM_001272149	MissingGeneType
NM_166798	NM_166798	MissingGeneType
NM_166797	NM_166797	MissingGeneType
NM_166796	NM_166796	MissingGeneType
NR_123751	NR_123751	MissingGeneType
NR_123752	NR_123752	MissingGeneType
NR_073622	NR_073622	MissingGeneType
NR_073621	NR_073621	MissingGeneType
NM_001169359	NM_001169359	MissingGeneType
NM_001169358	NM_001169358	MissingGeneType
NM_001272150	NM_001272150	MissingGeneType
NR_003115	NR_003115	MissingGeneType
NR_003114	NR_003114	MissingGeneType
NR_003113	NR_003113	MissingGeneType
NR_073623	NR_073623	MissingGeneType
NM_079899	NM_079899	MissingGeneType
NM_001272151	NM_001272151	MissingGeneType
NM_001258499	NM_001258499	MissingGeneType
NM_079898	NM_079898	MissingGeneType
NM_166804	NM_166804	MissingGeneType
NM_166805	NM_166805	MissingGeneType
NR_073624	NR_073624	MissingGeneType
NR_073625	NR_073625	MissingGeneType
NM_143687	NM_143687	MissingGeneType
NM_001258500	NM_001258500	MissingGeneType
NM_166807	NM_166807	MissingGeneType
NM_143686	NM_143686	MissingGeneType
NM_001272152	NM_001272152	MissingGeneType
NM_001297790	NM_001297790	MissingGeneType
NM_166808	NM_166808	MissingGeneType
NM_001169361	NM_001169361	MissingGeneType
NM_001014696	NM_001014696	MissingGeneType
NM_079896	NM_079896	MissingGeneType
NM_001272155	NM_001272155	MissingGeneType
NM_001272154	NM_001272154	MissingGeneType
NM_001272153	NM_001272153	MissingGeneType
NM_166813	NM_166813	MissingGeneType
NM_166812	NM_166812	MissingGeneType
NM_166811	NM_166811	MissingGeneType
NM_166810	NM_166810	MissingGeneType
NM_001169362	NM_001169362	MissingGeneType
NM_001169360	NM_001169360	MissingGeneType
NM_166819	NM_166819	MissingGeneType
NM_001258501	NM_001258501	MissingGeneType
NM_166816	NM_166816	MissingGeneType
NM_166815	NM_166815	MissingGeneType
NM_143758	NM_143758	MissingGeneType
NM_001297791	NM_001297791	MissingGeneType
NM_001297792	NM_001297792	MissingGeneType
NM_079895	NM_079895	MissingGeneType
NM_001272156	NM_001272156	MissingGeneType
NM_143685	NM_143685	MissingGeneType
NM_001014699	NM_001014699	MissingGeneType
NM_001014698	NM_001014698	MissingGeneType
NM_001014697	NM_001014697	MissingGeneType
NM_001014701	NM_001014701	MissingGeneType
NM_079894	NM_079894	MissingGeneType
NM_166822	NM_166822	MissingGeneType
NM_001169363	NM_001169363	MissingGeneType
NM_001297793	NM_001297793	MissingGeneType
NM_166823	NM_166823	MissingGeneType
NM_079893	NM_079893	MissingGeneType
NM_001272157	NM_001272157	MissingGeneType
NM_079892	NM_079892	MissingGeneType
NM_001272158	NM_001272158	MissingGeneType
NM_166825	NM_166825	MissingGeneType
NM_166824	NM_166824	MissingGeneType
NM_143684	NM_143684	MissingGeneType
NM_001169364	NM_001169364	MissingGeneType
NM_001297794	NM_001297794	MissingGeneType
NM_166826	NM_166826	MissingGeneType
NM_143682	NM_143682	MissingGeneType
NM_079891	NM_079891	MissingGeneType
NM_166827	NM_166827	MissingGeneType
NM_001014705	NM_001014705	MissingGeneType
NM_001014703	NM_001014703	MissingGeneType
NM_001258506	NM_001258506	MissingGeneType
NM_001014702	NM_001014702	MissingGeneType
NM_001038717	NM_001038717	MissingGeneType
NM_001038716	NM_001038716	MissingGeneType
NM_001038719	NM_001038719	MissingGeneType
NM_001038718	NM_001038718	MissingGeneType
NM_001258508	NM_001258508	MissingGeneType
NM_001258507	NM_001258507	MissingGeneType
NM_001038725	NM_001038725	MissingGeneType
NM_001038723	NM_001038723	MissingGeneType
NM_001038721	NM_001038721	MissingGeneType
NM_001031858	NM_001031858	MissingGeneType
NM_001031860	NM_001031860	MissingGeneType
NM_001031859	NM_001031859	MissingGeneType
NM_001258511	NM_001258511	MissingGeneType
NM_001258510	NM_001258510	MissingGeneType
