328
NM_001258483	230849	233790	233790	1	7	438	59
NM_001258482	230849	233790	233790	1	6	445	60
NM_166744	230849	233790	233790	1	6	451	61
NM_166743	230849	233790	233790	1	7	457	62
NM_143651	230849	233790	233790	1	6	464	63
NM_166745	235634	246581	233790	2	13	470	65
NM_001297783	235634	248373	246581	2	14	483	64
NM_143655	248547	251053	248373	1	3	497	66
NR_133502	249201	249737	251053	2	2	500	67
NM_143656	251355	266528	251053	1	11	502	68
NM_205866	252051	261943	266528	1	7	513	74
NM_001169352	252051	266528	266528	1	11	520	69
NM_001169351	252051	266528	266528	1	12	531	70
NM_001272120	252051	266528	266528	1	12	543	71
NM_001258485	252051	266528	266528	1	14	555	72
NM_001258484	252051	266528	266528	1	13	569	73
NM_166747	252051	266528	266528	1	12	582	75
NM_166746	252051	266528	266528	1	10	594	76
NM_001169350	252475	266528	266528	1	11	604	77
NM_001103381	267749	273954	266528	2	9	615	78
NM_001103380	267749	273954	273954	2	9	624	79
NM_001038713	275622	283144	273954	1	8	633	80
NM_143657	275622	283292	283144	1	9	641	83
NM_001272121	275622	285700	283292	1	12	650	81
NM_001258487	275622	286199	285700	1	12	662	82
NM_001272122	288800	296994	286199	2	9	674	84
NM_205870	288939	296994	296994	2	9	683	85
NR_073615	297148	298799	296994	1	1	692	86
NM_205871	299310	326443	298799	2	8	693	88
NM_166751	299310	326443	326443	2	9	701	89
NM_166748	299310	326443	326443	2	9	710	91
NM_001258488	299310	326786	326443	2	8	719	87
NM_166749	299310	327106	326786	2	10	727	90
NM_166752	328718	330927	327106	1	5	737	93
NM_143661	328718	330927	330927	1	5	742	94
NM_001272123	328718	331447	330927	1	5	747	92
NM_205872	331555	334538	331447	2	3	752	97
NM_143662	331555	334538	334538	2	3	755	98
NM_001144383	331555	334712	334538	2	3	758	95
NM_001297784	331555	334712	334712	2	3	761	96
NM_166753	335548	342010	334712	1	3	764	100
NM_001272124	335548	352012	342010	1	4	767	99
NM_001201587	348818	379282	352012	2	18	771	101
NM_001201588	349441	379282	379282	2	19	789	102
NM_001201586	349441	379282	379282	2	17	808	103
NM_001014688	349441	379282	379282	2	17	825	105
NM_001038714	349441	379282	379282	2	19	842	106
NM_166755	349441	379282	379282	2	18	861	107
NM_166754	349441	379282	379282	2	18	879	108
NM_001201585	349441	379542	379282	2	18	897	104
NM_001201589	350142	379282	379542	2	17	915	109
NM_001014689	351481	379282	379542	2	17	932	110
NM_001014687	355295	379282	379542	2	17	949	111
NM_079882	380563	393409	379542	1	13	966	112
NM_001258491	380563	393409	393409	1	14	979	114
NM_166757	380563	393409	393409	1	13	993	115
NM_166756	380563	395598	393409	1	13	1006	116
NM_205873	380563	396179	395598	1	13	1019	113
NM_001258493	396265	408947	396179	2	9	1032	117
NM_205874	396265	414035	408947	2	10	1041	119
NM_166758	396265	414035	414035	2	10	1051	120
NM_001258492	396265	416230	414035	2	10	1061	118
NR_123745	401349	401900	416230	1	2	1071	121
NR_073616	416021	416579	416230	1	1	1073	122
NR_144673	421328	421390	416579	2	1	1074	123
NR_047708	446692	447226	421390	1	1	1075	124
NR_073617	447956	452394	447226	1	2	1076	125
NM_143665	457582	464536	452394	2	6	1078	126
NM_079883	466129	474572	464536	1	9	1084	127
NM_166764	466129	474572	474572	1	8	1093	128
NM_166761	466718	474572	474572	1	9	1101	129
NM_166760	466718	474572	474572	1	11	1110	130
NM_166759	467203	474572	474572	1	10	1121	131
NR_123746	480393	482038	474572	1	2	1131	132
NM_143666	480512	487453	482038	2	8	1133	133
NM_001347760	488122	492101	487453	1	4	1141	134
NM_001272127	490034	506658	492101	2	14	1145	135
NM_143667	491911	502595	506658	2	14	1159	138
NM_001272126	491911	503345	506658	2	14	1173	136
NM_166766	491911	504428	506658	2	13	1187	137
NM_001272125	493520	502595	506658	2	9	1200	142
NM_166765	493520	502595	506658	2	12	1209	143
NM_001272129	493520	504428	506658	2	12	1221	140
NM_001272128	493520	506658	506658	2	12	1233	141
NM_001297785	493520	509619	506658	2	12	1245	139
NM_001272130	522435	558998	509619	1	13	1257	145
NM_079884	522435	560417	558998	1	14	1270	144
NM_001258496	522435	561499	560417	1	14	1284	146
NM_001297786	558957	578479	561499	2	6	1298	147
NM_001272131	561185	578479	578479	2	6	1304	148
NM_143668	565893	578479	578479	2	6	1310	149
NR_073619	577650	578479	578479	2	2	1316	150
NM_079885	578641	586556	578479	1	9	1318	151
NM_166767	578641	586556	586556	1	9	1327	152
NM_001272133	578848	586556	586556	1	9	1336	154
NM_166768	578848	586556	586556	1	9	1345	156
NM_001272134	578848	587882	586556	1	9	1354	153
NM_166769	578848	587882	587882	1	9	1363	155
NM_001272132	580289	587882	587882	1	9	1372	157
NM_143669	588921	591415	587882	2	6	1381	159
NM_001272135	588921	592179	591415	2	7	1387	158
NM_166770	592380	598768	592179	1	5	1394	161
NM_143670	592380	598768	598768	1	5	1399	162
NM_166771	592380	600747	598768	1	5	1404	160
NM_166773	603733	609973	600747	1	10	1409	163
NM_143671	603733	609973	609973	1	10	1419	164
NR_123747	618249	618899	609973	2	1	1429	165
NM_080103	619180	628274	618899	2	4	1430	166
NM_001272136	619180	628274	628274	2	5	1434	167
NM_166774	631309	640976	628274	1	13	1439	173
NM_001169353	631309	641359	640976	1	15	1452	168
NM_079886	631309	641551	641359	1	14	1467	169
NM_166777	631309	641551	641551	1	14	1481	170
NM_166775	631309	641551	641551	1	13	1495	172
NM_166776	631309	643095	641551	1	14	1508	171
NM_079887	643844	646656	643095	2	2	1522	174
NR_047709	646751	646837	646656	1	1	1524	175
NM_143673	650316	655975	646837	1	10	1525	176
NM_166779	650318	655975	655975	1	10	1535	177
NM_001042785	656756	667181	655975	2	13	1545	178
NM_001042786	656756	667181	667181	2	13	1558	179
NM_143674	656756	667181	667181	2	12	1571	180
NM_166783	669666	683728	667181	2	11	1583	181
NM_166785	670596	680608	683728	2	10	1594	183
NM_166784	670596	680608	683728	2	10	1604	184
NM_166780	670596	680608	683728	2	10	1614	186
NM_001014691	670596	681233	683728	2	10	1624	182
NM_166781	670596	681233	683728	2	10	1634	185
NM_001272138	684246	690509	683728	1	5	1644	187
NM_001272137	684246	690509	690509	1	5	1649	188
NM_143676	684246	690509	690509	1	6	1654	189
NM_001272141	691767	708190	690509	1	3	1660	190
NM_001272139	691767	711275	708190	1	4	1663	191
NM_001272140	700895	708190	711275	1	3	1667	192
NM_143677	701218	710220	711275	1	2	1670	193
NM_166788	711311	716680	711275	2	5	1672	194
NM_166786	711903	716680	716680	2	4	1677	195
NM_166787	712226	716680	716680	2	4	1681	196
NM_166789	718314	741798	716680	1	8	1685	197
NM_001014693	725276	741798	741798	1	9	1693	198
NM_079889	725276	741798	741798	1	8	1702	199
NM_001014694	728054	741798	741798	1	8	1710	200
NM_001169354	745025	796706	741798	1	46	1718	201
NM_205876	745025	796706	796706	1	41	1764	203
NM_001272143	745025	797099	796706	1	44	1805	202
NM_001297787	745981	796706	797099	1	42	1849	204
NM_001272142	746283	796706	797099	1	35	1891	205
NR_123748	797100	797771	797099	2	1	1926	206
NM_143679	799141	808239	797771	2	6	1927	208
NM_166791	799141	809603	808239	2	6	1933	207
NM_001272144	821061	824705	809603	2	3	1939	211
NM_001272145	821061	827972	824705	2	4	1942	210
NM_166792	821061	827972	827972	2	3	1946	212
NM_001014695	821061	855018	827972	2	5	1949	209
NM_143694	857611	865154	855018	2	2	1954	213
NR_123749	871799	872249	865154	1	1	1956	214
NM_001169357	874182	887650	872249	2	10	1957	215
NM_001169356	876025	887650	887650	2	9	1967	216
NM_205878	876025	887650	887650	2	9	1976	217
NM_143693	876025	887650	887650	2	9	1985	218
NR_047711	888449	892051	887650	1	2	1994	219
NM_001258497	888449	924651	892051	2	23	1996	220
NM_001258498	891555	914190	924651	2	24	2019	223
NM_166794	891555	914190	924651	2	23	2043	224
NM_001272146	891555	925446	924651	2	24	2066	222
NM_166793	891555	925446	925446	2	24	2090	225
NM_143692	891555	925446	925446	2	23	2114	226
NM_001297788	891555	932956	925446	2	28	2137	221
NR_123750	899999	905377	932956	1	1	2165	227
NR_073620	902096	904021	932956	1	1	2166	228
NM_001144385	935922	951340	932956	2	16	2167	229
NM_001103382	935922	951340	951340	2	17	2183	230
NM_079901	935922	951340	951340	2	16	2200	231
NM_001272148	957444	965111	951340	1	6	2216	234
NM_079900	957444	967450	965111	1	9	2222	232
NM_001297789	957444	967450	967450	1	8	2231	233
NM_001272147	957444	970066	967450	1	9	2239	235
NM_001272149	972167	978795	970066	2	8	2248	236
NM_166798	972167	979017	978795	2	8	2256	237
NM_166797	972167	979017	979017	2	9	2264	238
NM_166796	972167	979017	979017	2	9	2273	239
NR_123751	979849	980059	979017	2	1	2282	240
NR_123752	980300	983317	980059	1	3	2283	241
NR_073622	980300	983317	983317	1	2	2286	242
NR_073621	980300	983317	983317	1	3	2288	243
NM_001169359	982966	989999	983317	2	5	2291	244
NM_001272150	982966	996660	989999	2	8	2296	246
NM_001169358	982966	999114	996660	2	5	2304	245
NR_003115	995793	996435	999114	1	1	2309	247
NR_003114	995793	997886	999114	1	2	2310	248
NR_003113	995793	997886	999114	1	2	2312	249
NR_073623	997420	997886	999114	1	1	2314	250
NM_079899	1010350	1026913	999114	1	9	2315	251
NM_001272151	1010350	1028547	1026913	1	9	2324	252
NM_001258499	1030520	1047726	1028547	2	10	2333	253
NM_079898	1034029	1047726	1047726	2	10	2343	254
NM_166804	1034029	1047726	1047726	2	9	2353	255
NM_166805	1034258	1047726	1047726	2	10	2362	256
NR_073624	1048488	1049984	1047726	1	2	2372	257
NR_073625	1048906	1049984	1049984	1	2	2374	258
NM_143687	1049300	1049986	1049984	2	1	2376	259
NM_166807	1050336	1051600	1049986	2	1	2377	261
NM_143686	1050336	1052301	1051600	2	2	2378	262
NM_001258500	1050336	1052382	1052301	2	2	2380	260
NM_001272152	1052109	1055182	1052382	1	4	2382	263
NM_166808	1052489	1055182	1055182	1	3	2386	265
NM_001297790	1052489	1055542	1055182	1	3	2389	264
NM_001169361	1055913	1072003	1055542	2	17	2392	266
NM_166811	1055913	1072003	1072003	2	15	2409	274
NM_166810	1055913	1072003	1072003	2	14	2424	275
NM_001014696	1055913	1074328	1072003	2	15	2438	267
NM_079896	1055913	1074328	1074328	2	14	2453	268
NM_001272155	1055913	1074328	1074328	2	15	2467	269
NM_001272154	1055913	1074328	1074328	2	16	2482	270
NM_001272153	1055913	1074328	1074328	2	14	2498	271
NM_166813	1055913	1074328	1074328	2	15	2512	272
NM_166812	1055913	1074328	1074328	2	16	2527	273
NM_001169362	1057780	1072003	1074328	2	16	2543	276
NM_001169360	1057780	1072003	1074328	2	14	2559	277
NM_166816	1077990	1081543	1074328	2	8	2573	280
NM_166815	1077990	1081543	1081543	2	7	2581	281
NM_143758	1077990	1081543	1081543	2	8	2588	282
NM_166819	1077990	1085626	1081543	2	9	2596	278
NM_001258501	1077990	1085626	1085626	2	8	2605	279
NM_001297791	1081594	1096829	1085626	1	8	2613	283
NM_001297792	1083303	1096829	1096829	1	8	2621	284
NM_079895	1085531	1096829	1096829	1	8	2629	285
NM_001272156	1085531	1097898	1096829	1	8	2637	286
NM_143685	1097956	1105421	1097898	2	6	2645	287
NM_001014699	1109423	1131599	1105421	1	12	2651	288
NM_001014698	1109423	1131599	1131599	1	11	2663	289
NM_001014697	1109423	1133942	1131599	1	13	2674	290
NM_001014701	1109423	1133942	1133942	1	12	2687	291
NM_079894	1109423	1133942	1133942	1	13	2699	292
NM_166822	1109423	1133942	1133942	1	11	2712	293
NM_001169363	1119150	1133942	1133942	1	8	2723	294
NM_001297793	1133499	1143590	1133942	2	12	2731	295
NM_166823	1135704	1143590	1143590	2	12	2743	296
NM_079893	1135880	1143982	1143590	2	12	2755	297
NM_001272157	1135880	1143982	1143982	2	12	2767	298
NM_001272158	1144792	1145738	1143982	1	4	2779	300
NM_079892	1144792	1145950	1145738	1	4	2783	299
NM_166824	1147227	1155719	1145950	1	14	2787	302
NM_143684	1147227	1156539	1155719	1	14	2801	303
NM_166825	1147227	1158544	1156539	1	14	2815	301
NM_166826	1158455	1166746	1158544	2	9	2829	306
NM_001169364	1158455	1167154	1166746	2	7	2838	304
NM_001297794	1158455	1182783	1167154	2	7	2845	305
NM_143682	1168091	1189864	1182783	1	5	2852	307
NM_079891	1193094	1202253	1189864	2	7	2857	308
NM_166827	1193094	1202253	1202253	2	7	2864	309
NM_001014703	1206393	1213162	1202253	1	11	2871	311
NM_001258506	1206393	1213162	1213162	1	11	2882	312
NM_001014705	1206393	1213319	1213162	1	11	2893	310
NM_001014702	1206740	1213610	1213319	1	11	2904	313
NM_001038717	1213044	1217473	1213610	2	10	2915	314
NM_001038716	1213044	1217473	1217473	2	10	2925	315
NM_001038719	1219477	1228192	1217473	1	9	2935	316
NM_001038718	1219483	1227175	1228192	1	9	2944	317
NM_001258508	1219483	1228192	1228192	1	8	2953	318
NM_001258507	1222765	1227175	1228192	1	8	2961	319
NM_001038725	1228814	1234438	1228192	2	7	2969	320
NM_001038723	1229462	1234438	1234438	2	6	2976	321
NM_001038721	1229462	1234438	1234438	2	7	2982	322
NM_001031858	1234562	1275484	1234438	1	23	2989	323
NM_001031860	1235608	1275484	1275484	1	24	3012	324
NM_001031859	1235608	1275484	1275484	1	25	3036	325
NM_001258511	1235608	1275484	1275484	1	24	3061	326
NM_001258510	1235608	1275484	1275484	1	25	3085	327
