3110
16612	16761	859
24018	24210	1009
24432	24597	1202
29001	29070	1368
36998	39654	1438
0	2918	0
4068	4260	2919
4482	4647	3112
9051	9120	3278
17048	19704	3348
0	128	0
184	930	129
1612	3427	876
3481	3705	2692
3764	3857	2917
4814	5138	3011
5784	6725	3336
6779	6882	4278
7235	8348	4382
8711	8818	5496
14248	14368	5604
14724	14775	5725
0	241	0
297	2112	242
2166	2390	2058
2449	2542	2283
3499	3823	2377
4469	5410	2702
5464	5567	3644
5920	7033	3748
7396	7503	4862
12933	13063	4970
0	241	0
297	2112	242
2166	2390	2058
2449	2542	2283
3499	3823	2377
4469	5410	2702
5464	5567	3644
5920	7033	3748
7396	7503	4862
12933	13053	4970
13166	13365	5091
0	241	0
297	2112	242
2166	2390	2058
2449	2542	2283
3499	3823	2377
4469	5410	2702
5464	5567	3644
5920	7033	3748
7396	7503	4862
12933	13053	4970
13281	13365	5091
0	67	0
966	1011	68
1368	1493	114
1575	1704	240
2605	2744	370
4659	4947	510
5003	5112	799
5171	5532	909
5587	6090	1271
6154	6354	1775
7602	7863	1976
0	67	0
966	1011	68
1368	1493	114
2451	2744	240
4659	4947	534
5003	5112	823
5171	5532	933
5587	6090	1295
6154	6354	1799
7602	7863	2000
0	67	0
966	1011	68
1368	2744	114
4659	4947	1491
5003	5112	1780
5171	5532	1890
5587	6090	2252
6154	6354	2756
7602	7863	2957
0	67	0
966	1015	68
1368	2744	118
4659	4947	1495
5003	5112	1784
5171	5532	1894
5587	6090	2256
6154	6354	2760
8050	9907	2961
9980	10903	4819
0	67	0
966	1011	68
1368	1493	114
2451	2744	240
4659	4947	534
5003	5112	823
5171	5532	933
5587	6090	1295
6154	6354	1799
8050	9907	2000
9980	10903	3858
0	200	0
0	198	0
2113	2401	199
2457	2566	488
2625	2986	598
3041	3544	960
3608	3808	1464
5504	7361	1665
7434	8357	3523
0	505	0
607	895	506
951	1060	795
1119	1480	905
1535	2038	1267
2102	2302	1771
3550	3811	1972
0	99	0
419	505	100
607	895	187
951	1060	476
1119	1480	586
1535	2038	948
2102	2302	1452
3998	5855	1653
5928	6851	3511
0	505	0
607	895	506
951	1060	795
1119	1480	905
1535	2038	1267
2102	2302	1771
3998	5855	1972
5928	6851	3830
0	72	0
978	1366	73
1431	1614	462
1675	2157	646
2220	2774	1129
0	311	0
373	493	312
1111	1406	433
0	248	0
310	430	249
1048	1343	370
0	867	0
925	1002	868
1069	1087	946
1647	2137	965
2192	2700	1456
2757	2886	1965
2950	3188	2095
3247	6820	2334
6887	7081	5908
7140	7489	6103
16536	16589	6453
17210	17393	6507
17535	17565	6691
0	1002	0
1069	1087	1003
1647	2137	1022
2192	2700	1513
2757	2886	2022
2950	3188	2152
3247	6820	2391
6887	7081	5965
7140	7489	6160
16536	16589	6510
17210	17393	6564
17535	17565	6748
0	1002	0
1069	1129	1003
1647	2137	1064
2192	2700	1555
2757	2886	2064
2950	3188	2194
3247	6820	2433
6887	7081	6007
7140	7489	6202
16536	16589	6552
17210	17393	6606
17941	18064	6790
0	7191	0
7566	7619	7192
8240	8423	7246
8565	8595	7430
0	7191	0
7566	7619	7192
8240	8423	7246
8977	9094	7430
0	184	0
244	419	185
0	644	0
1430	1532	645
1589	1686	748
1744	1863	846
1913	2041	966
0	554	0
1340	1398	555
1499	1596	614
1654	1773	712
1826	1951	832
0	554	0
1340	1442	555
1499	1596	658
1654	1773	756
1826	1951	876
0	538	0
594	719	539
1751	1840	665
1902	2764	755
3921	4093	1618
4154	4293	1791
4349	4447	1931
4502	5172	2030
5922	5985	2701
9469	9753	2765
0	389	0
445	570	390
1602	1691	516
1753	2615	606
3772	3944	1469
4005	4144	1642
4200	4298	1782
4353	5023	1881
5301	5362	2552
0	389	0
445	570	390
1602	1691	516
1753	2615	606
3772	3944	1469
4005	4144	1642
4200	4298	1782
4353	5023	1881
5773	5836	2552
7084	7161	2616
9119	9264	2694
0	389	0
445	570	390
1602	1691	516
1753	2615	606
3772	3944	1469
4005	4144	1642
4200	4298	1782
4353	5023	1881
5773	5836	2552
9119	9264	2616
0	389	0
445	570	390
1602	1691	516
1753	2615	606
3772	3944	1469
4005	4144	1642
4200	4298	1782
4353	5023	1881
9448	9604	2552
0	389	0
445	570	390
1602	1691	516
1753	2615	606
3772	3944	1469
4005	4144	1642
4200	4298	1782
4353	5023	1881
5773	5836	2552
9448	9604	2616
0	1168	0
0	4708	0
4766	4983	4709
7305	7917	4927
7965	8117	5540
8984	9270	5693
0	3691	0
3749	3966	3692
6288	6882	3910
6948	7100	4505
8049	8253	4658
0	262	0
334	456	263
2404	2505	386
2567	2941	488
0	138	0
214	262	139
334	456	188
1630	1758	311
2404	2505	440
2567	2941	542
0	262	0
334	456	263
1366	1570	386
1630	1758	591
1891	2050	720
2404	2505	880
2567	2941	982
0	262	0
358	456	263
1366	1570	362
1630	1758	567
2404	2505	696
2567	2941	798
0	262	0
334	451	263
1415	1570	381
1630	1758	537
2404	2505	666
2567	2941	768
0	138	0
214	262	139
334	456	188
1366	1570	311
1630	1758	516
2404	2505	645
2567	2941	747
0	262	0
334	456	263
1366	1570	386
1630	1758	591
2404	2505	720
2567	2941	822
0	258	0
321	551	259
2397	2485	490
3239	3371	579
3437	3881	712
4882	5019	1157
5135	5428	1295
7532	7589	1589
7645	7727	1647
7782	8003	1730
8548	8877	1952
8936	9430	2282
10753	10947	2777
0	258	0
321	551	259
2397	2485	490
3239	3371	579
3437	3881	712
4882	5019	1157
5135	5428	1295
7532	7589	1589
7645	7727	1647
7782	8003	1730
8548	8877	1952
8936	9430	2282
10753	11541	2777
12667	12739	3566
0	318	0
983	1649	319
1989	2506	986
0	298	0
355	536	299
0	165	0
1205	1247	166
1549	2118	209
3535	3615	779
4134	4214	860
5665	5745	941
6539	6829	1022
9584	9668	1313
12536	12855	1398
12904	13018	1718
14450	15173	1833
0	201	0
509	551	202
2839	2919	245
4969	5049	326
5843	6133	407
8888	8972	698
9219	9892	783
0	174	0
509	551	175
2839	2919	218
4969	5049	299
5843	6133	380
8888	8972	671
9219	9407	756
11035	11253	945
11744	12159	1164
12208	12322	1580
13754	14477	1695
0	201	0
509	551	202
853	1422	245
2839	2919	815
4969	5049	896
5843	6133	977
8888	8972	1268
9219	9407	1353
11035	11253	1542
11744	12159	1761
12208	12322	2177
13754	14477	2292
0	201	0
509	551	202
853	1422	245
2839	2919	815
4969	5049	896
5843	6133	977
8888	8972	1268
9219	9407	1353
11062	11253	1542
11840	12159	1734
12208	12322	2054
13754	14477	2169
0	174	0
509	551	175
2839	2919	218
3438	3518	299
4969	5049	380
5843	6133	461
8512	8646	752
8888	8972	887
9219	9407	972
11035	11253	1161
11744	12159	1380
12208	12322	1796
12992	13408	1911
13754	14477	2328
0	174	0
509	551	175
2839	2919	218
3438	3518	299
4969	5049	380
5843	6133	461
8888	8972	752
9219	9407	837
11035	11253	1026
11744	12159	1245
12208	12322	1661
12992	13408	1776
13754	14477	2193
0	174	0
509	551	175
853	1422	218
2839	2919	788
4969	5049	869
5843	6133	950
8888	8972	1241
9219	9407	1326
11035	11253	1515
11744	12159	1734
12208	12322	2150
13754	14477	2265
0	201	0
509	551	202
2839	2919	245
4969	5049	326
5843	6133	407
8888	8972	698
9219	9407	783
11840	12159	972
12208	12322	1292
13754	14477	1407
0	127	0
429	998	128
2415	2495	698
4545	4625	779
5419	5709	860
8464	8548	1151
8795	8983	1236
10611	10829	1425
11320	11735	1644
11784	11898	2060
13330	14053	2175
0	104	0
2433	2611	105
2666	2853	284
2910	3012	472
3066	3119	575
4191	4401	629
4931	5046	840
5535	5587	956
5700	6205	1009
0	104	0
2433	2611	105
2666	2853	284
2910	3012	472
3066	3119	575
4191	4401	629
4931	5046	840
5700	5889	956
6077	6205	1146
0	2407	0
3315	3469	2408
3531	3675	2563
4281	4373	2708
4450	4607	2801
6233	6514	2959
6577	6727	3241
6780	7522	3392
0	2407	0
3315	3469	2408
3531	3675	2563
4281	4373	2708
4450	4607	2801
6233	6514	2959
6577	6727	3241
6780	7065	3392
7386	7670	3678
0	2407	0
3315	3469	2408
3531	3675	2563
4281	4373	2708
4450	4607	2801
6233	6514	2959
6577	6727	3241
6780	7065	3392
8209	8343	3678
9355	9432	3813
9531	9673	3891
9747	10078	4034
0	2407	0
3315	3469	2408
3531	3675	2563
4281	4373	2708
4450	4607	2801
6233	6514	2959
6577	6727	3241
6780	7065	3392
8209	8343	3678
9355	9432	3813
9489	9673	3891
9747	10577	4076
0	2324	0
2385	2580	2325
2894	3672	2521
3740	3985	3300
4051	4233	3546
4940	5537	3729
5586	5741	4327
7405	7544	4483
8116	8194	4623
0	2185	0
2246	2441	2186
2755	3533	2382
3601	3858	3161
3912	4094	3419
4801	5398	3602
5447	5602	4200
7266	7405	4356
7977	8055	4496
0	1651	0
0	1554	0
1640	1852	1555
3039	3207	1768
3263	3343	1937
3751	4053	2018
23557	23638	2321
23701	23841	2403
26676	27133	2544
0	1554	0
1640	1852	1555
3039	3207	1768
3263	3343	1937
3751	4053	2018
23557	23638	2321
23701	23841	2403
26331	26493	2544
27011	27133	2707
0	1554	0
1640	1852	1555
3039	3207	1768
3263	3343	1937
3751	4053	2018
23557	23638	2321
23701	23841	2403
26331	26493	2544
27047	27133	2707
0	1554	0
3039	3207	1555
3263	3343	1724
3751	4053	1805
23557	23638	2108
23701	23841	2190
26331	26493	2331
27375	27476	2494
0	1554	0
1640	1746	1555
1812	1852	1662
3039	3207	1703
3263	3343	1872
3751	4053	1953
23557	23638	2256
23701	23841	2338
26331	26493	2479
27755	27796	2642
0	196	0
320	986	197
1446	1540	864
1601	1924	959
1986	2209	1283
0	196	0
338	986	197
1446	1540	846
1601	1924	941
1986	2209	1265
0	196	0
338	986	197
1446	1540	846
1601	1924	941
1986	2729	1265
0	2368	0
2427	2712	2369
2769	2983	2655
0	2368	0
2427	2712	2369
2818	2983	2655
0	2368	0
2427	2712	2369
3090	3157	2655
0	2368	0
2427	2712	2369
2818	3157	2655
0	256	0
1470	1586	257
4526	6462	374
0	34	0
1470	1586	35
4529	5118	152
13242	16464	742
0	1235	0
9343	9354	1236
14729	14867	1248
20802	20953	1387
21020	21231	1539
21288	21486	1751
21537	21850	1950
22410	22497	2264
22572	23016	2352
23393	23634	2797
23691	23933	3039
23988	24397	3282
25750	25785	3692
26158	26368	3728
26487	26773	3939
26838	27032	4226
27117	27288	4421
30357	30464	4593
0	612	0
1455	1523	613
8720	8731	682
14106	14244	694
20179	20330	833
20397	20608	985
20665	20863	1197
20914	21227	1396
21787	21874	1710
21949	22393	1798
22770	23011	2243
23068	23310	2485
23365	23774	2728
25127	25162	3138
25535	25745	3174
25864	26150	3385
26215	26409	3672
26494	26665	3867
29816	29841	4039
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25535	25745	3126
25864	26150	3337
26215	26409	3624
26494	26665	3819
29816	29841	3991
0	612	0
14106	14244	613
20179	20330	752
20397	20608	904
20665	20863	1116
20914	21227	1315
21787	21874	1629
21949	22393	1717
22770	23011	2162
23068	23310	2404
23365	23774	2647
25127	25162	3057
25535	25745	3093
25864	26150	3304
26215	26409	3591
26494	26665	3786
29734	29841	3958
0	612	0
1455	1523	613
2582	3186	682
14106	14244	1287
20179	20330	1426
20397	20608	1578
20665	20863	1790
20914	21227	1989
21787	21874	2303
21949	22393	2391
22770	23011	2836
23068	23310	3078
23365	23774	3321
25127	25162	3731
25535	25745	3767
25864	26150	3978
26215	26409	4265
26494	26665	4460
29734	29841	4632
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25127	25162	3126
25535	25745	3162
25864	26150	3373
26215	26409	3660
26494	26665	3855
29816	29841	4027
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25127	25162	3126
25535	25745	3162
25864	26150	3373
26215	26409	3660
26494	26665	3855
29734	29841	4027
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25127	25162	3126
25535	25745	3162
25864	26150	3373
26215	26409	3660
26494	26665	3855
30028	30101	4027
0	2485	0
13405	13543	2486
19478	19629	2625
19696	19907	2777
19964	20162	2989
20213	20526	3188
21086	21173	3502
21248	21692	3590
22069	22310	4035
22367	22609	4277
22664	23073	4520
24426	24461	4930
24834	25044	4966
25163	25449	5177
25514	25708	5464
25793	25964	5659
29033	29140	5831
0	1146	0
12066	12204	1147
18139	18290	1286
18357	18568	1438
18625	18823	1650
18874	19187	1849
19747	19834	2163
19909	20353	2251
20730	20971	2696
21028	21270	2938
21325	21734	3181
23087	23122	3591
23495	23705	3627
23824	24110	3838
24175	24369	4125
24454	24625	4320
27694	27801	4492
0	403	0
8252	8390	404
14325	14476	543
14543	14754	695
14811	15009	907
15060	15373	1106
15933	16020	1420
16095	16539	1508
16916	17157	1953
17214	17456	2195
17511	17920	2438
19273	19308	2848
19681	19891	2884
20010	20296	3095
20361	20555	3382
20640	20811	3577
23880	23987	3749
0	346	0
649	1068	347
2366	2675	767
2733	2944	1077
3008	3196	1289
3556	3701	1478
3930	5003	1624
5736	6824	2698
9569	9806	3787
9872	10026	4025
11153	11419	4180
11875	12238	4447
12312	12846	4811
0	420	0
649	1068	421
2366	2675	841
2733	2944	1151
3008	3196	1363
3556	3707	1552
3930	5003	1704
5736	5867	2778
5922	6824	2910
9569	9806	3813
9872	10026	4051
11153	11419	4206
11875	12238	4473
12312	12846	4837
0	346	0
649	1068	347
2366	2675	767
2733	2944	1077
3008	3196	1289
3556	3701	1478
4086	5003	1624
5736	6824	2542
9569	9806	3631
9872	10026	3869
11153	11419	4024
11875	12238	4291
12312	12846	4655
0	42	0
649	1068	43
2366	2675	463
2733	2944	773
3008	3196	985
3556	3701	1174
3930	5003	1320
5736	6824	2394
9569	9806	3483
9872	10026	3721
11153	11419	3876
11875	12238	4143
12312	15035	4507
0	42	0
649	1068	43
2366	2675	463
2733	2944	773
3008	3196	985
3556	3701	1174
3930	5003	1320
5736	6824	2394
9569	9806	3483
9872	10026	3721
11153	11419	3876
11875	12238	4143
12312	15616	4507
0	991	0
1454	2029	992
2118	2185	1568
2245	2562	1636
2756	2921	1954
3076	3260	2120
6483	6768	2305
11267	11344	2591
12189	12682	2669
0	991	0
1454	2029	992
2118	2185	1568
2245	2562	1636
2756	2921	1954
3076	3260	2120
6483	6768	2305
11267	11344	2591
14785	15904	2669
17623	17770	3789
0	991	0
1454	2029	992
2118	2185	1568
2245	2562	1636
2756	2891	1954
3076	3260	2090
6483	6768	2275
11267	11344	2561
14785	15904	2639
17623	17770	3759
0	991	0
1454	2029	992
2118	2185	1568
2245	2562	1636
2756	2921	1954
3076	3260	2120
6483	6768	2305
11267	11344	2591
14785	15904	2669
18222	19965	3789
0	87	0
321	551	88
0	558	0
0	62	0
0	534	0
0	380	0
2166	4438	381
0	1961	0
2018	2208	1962
2491	4494	2153
5223	5432	4157
5907	6197	4367
6256	6954	4658
0	1531	0
1597	1731	1532
4420	4464	1667
4738	4812	1712
4867	5005	1787
5686	5950	1926
7114	7240	2191
7299	7386	2318
7468	8443	2406
0	144	0
1597	1731	145
4738	4812	280
4867	5005	355
5686	5950	494
7114	7240	759
7299	7386	886
7468	8443	974
0	393	0
538	942	394
1008	1142	799
4149	4223	934
4278	4416	1009
5097	5361	1148
6525	6651	1413
6710	6797	1540
6879	7854	1628
0	393	0
538	658	394
728	942	515
1008	1142	730
3831	3875	865
4149	4223	910
4278	4416	985
5097	5361	1124
6525	6651	1389
6710	6797	1516
6879	7854	1604
0	173	0
243	457	174
523	657	389
3346	3390	524
3664	3738	569
3793	3931	644
4612	4876	783
6040	6166	1048
6225	6312	1175
6394	7369	1263
0	139	0
288	1645	140
0	254	0
316	769	255
827	1160	709
1618	2441	1043
2501	2614	1867
3168	4853	1981
4910	5428	3667
6614	6941	4186
0	196	0
254	497	197
1660	1833	441
3517	3979	615
0	3111	0
3169	3268	3112
3738	4310	3212
5044	5359	3785
5551	5695	4101
7554	7693	4246
7883	8674	4386
9129	9329	5178
9391	9459	5379
10626	10829	5448
10893	11282	5652
11367	11732	6042
11800	12295	6408
15801	16624	6904
0	1234	0
1292	1391	1235
1861	2433	1335
3167	3482	1908
3674	3818	2224
5677	5816	2369
6006	6797	2509
7252	7452	3301
7514	7582	3502
8749	8952	3571
9016	9405	3775
9490	9855	4165
9923	10418	4531
10525	10684	5027
0	1234	0
1292	1391	1235
1861	2433	1335
3167	3482	1908
3674	3818	2224
5677	5816	2369
6006	6797	2509
7252	7452	3301
7514	7582	3502
8749	8952	3571
9016	9405	3775
9490	9855	4165
9923	10418	4531
11198	11434	5027
0	1234	0
1292	1391	1235
1861	2433	1335
3167	3818	1908
5677	5816	2560
6006	6797	2700
7252	7452	3492
7514	7582	3693
8749	8952	3762
9016	9405	3966
9490	9855	4356
9923	10418	4722
12215	12517	5218
0	824	0
1558	1873	825
4397	5188	1141
5643	5843	1933
7140	7343	2134
7407	7796	2338
7881	8246	2728
8314	8809	3094
8916	9075	3590
0	824	0
1558	1873	825
2065	2209	1141
4068	4207	1286
4397	5188	1426
5643	5843	2218
5905	5973	2419
7140	7343	2488
7407	7796	2692
7881	8246	3082
8314	8809	3448
8916	9075	3944
0	824	0
1558	1873	825
2065	2209	1141
4068	4207	1286
4397	5188	1426
5643	5843	2218
5905	5973	2419
7140	7343	2488
7407	7796	2692
7881	8246	3082
8314	8809	3448
10606	10908	3944
0	824	0
1558	1873	825
2065	2209	1141
4068	4207	1286
4397	5188	1426
5643	5843	2218
5905	5973	2419
7140	7343	2488
7407	7796	2692
7881	8246	3082
8314	8809	3448
12315	13138	3944
0	824	0
1558	1873	825
2065	2209	1141
4068	4207	1286
4397	5188	1426
5643	5843	2218
5905	5973	2419
7140	7343	2488
7407	7796	2692
7881	8246	3082
8314	8809	3448
15953	16099	3944
0	47	0
2041	2328	48
13772	13821	336
19663	21294	386
22521	22702	2018
23094	24710	2200
27883	29283	3817
29346	29569	5218
29626	29973	5442
30973	31116	5790
31173	34070	5934
35156	35265	8832
35365	36563	8942
0	47	0
2041	2328	48
13772	13821	336
19663	21294	386
22521	22702	2018
23094	24710	2200
27883	29283	3817
29346	29569	5218
29626	29973	5442
30973	31116	5790
31173	34070	5934
35365	35950	8832
36728	36794	9418
36849	37982	9485
0	47	0
2041	2328	48
13772	13821	336
19663	21294	386
22521	22702	2018
23094	24710	2200
27883	29283	3817
29349	29569	5218
29626	29973	5439
30976	31116	5787
31173	34070	5928
35365	35950	8826
36728	36794	9412
36849	39064	9479
0	9811	0
10927	11289	9812
11382	11541	10175
12422	13048	10335
13659	15409	10962
19111	19522	12713
0	7583	0
8699	9061	7584
9154	9313	7947
10194	10820	8107
11431	13181	8734
16883	17294	10485
0	2875	0
3991	4353	2876
4446	4605	3239
5486	6112	3399
6723	8473	4026
12175	12586	5777
0	332	0
418	829	333
0	152	0
2079	2284	153
2333	2395	359
2455	2567	422
2702	2804	535
6345	6463	638
6525	6646	757
7391	7499	879
7585	7915	988
0	152	0
2082	2284	153
2333	2395	356
2455	2567	419
2702	2804	532
6345	6463	635
6525	6646	754
7394	7499	876
7585	7915	982
0	46	0
1872	2077	47
2126	2188	253
2248	2360	316
2495	2597	429
6138	6256	532
6318	6439	651
7184	7292	773
7378	7708	882
0	77	0
1875	2077	78
2126	2188	281
2248	2360	344
2495	2597	457
6138	6256	560
6318	6439	679
7187	7292	801
7378	7708	907
0	77	0
1872	2077	78
2149	2188	284
2248	2360	324
2495	2597	437
6138	6256	540
6318	6439	659
7187	7292	781
7378	9034	887
0	77	0
1872	2077	78
2149	2188	284
2248	2360	324
2495	2597	437
6138	6256	540
6318	6439	659
7184	7292	781
7378	9034	890
0	229	0
431	636	230
685	747	436
807	919	499
1054	1156	612
4697	4815	715
4877	4998	834
5746	5851	956
5937	7593	1062
0	760	0
818	1005	761
1679	1880	949
1938	2047	1151
2113	2237	1261
2308	2494	1386
0	760	0
818	1005	761
1679	1880	949
1938	2047	1151
2113	2237	1261
2308	2485	1386
3239	3258	1564
0	211	0
1858	2673	212
3580	3890	1028
3947	4570	1339
5224	6388	1963
0	108	0
1858	2673	109
3580	3890	925
3947	4570	1236
5224	6388	1860
0	416	0
1858	2673	417
3580	3890	1233
3947	4570	1544
5224	8367	2168
0	117	0
681	755	118
828	910	193
1654	1823	276
1882	2066	446
2190	2664	631
2732	2830	1106
3794	3985	1205
4735	4934	1397
5464	6240	1597
0	144	0
681	755	145
828	910	220
1654	1823	303
1882	2066	473
2190	2664	658
2732	2830	1133
3794	3985	1232
4735	4934	1424
5464	6240	1624
0	650	0
0	2974	0
3202	3380	2975
4757	5697	3154
6448	9094	4095
0	2974	0
3202	3380	2975
4757	5697	3154
6448	8189	4095
8882	9094	5837
0	212	0
601	971	213
1043	1122	584
2931	3111	664
3253	3738	845
4352	5239	1331
5321	5497	2219
6620	6667	2396
7664	7792	2444
7852	7947	2573
8009	8379	2669
8953	9099	3040
9164	9667	3187
0	212	0
601	754	213
829	971	367
1043	1122	510
2931	3111	590
3253	3738	771
4352	5239	1257
5321	5497	2145
6620	6667	2322
7664	7792	2370
7852	7947	2499
8009	8379	2595
8953	9099	2966
9164	9423	3113
9570	10050	3373
0	212	0
601	971	213
1043	1122	584
2931	3111	664
3253	3738	845
4352	5239	1331
5321	5497	2219
6620	6667	2396
7664	7792	2444
7852	7947	2573
8009	8379	2669
8953	9099	3040
9164	9493	3187
9570	10242	3517
0	212	0
601	754	213
829	971	367
1043	1122	510
2931	3111	590
3253	3738	771
4352	5239	1257
5321	5497	2145
7664	7792	2322
7852	7947	2451
8009	8379	2547
8953	9099	2918
9164	9493	3065
9570	10242	3395
0	212	0
601	971	213
1043	1122	584
2931	3111	664
3253	3738	845
4352	5239	1331
5321	5497	2219
7664	7792	2396
7852	7947	2525
8009	8379	2621
8953	9099	2992
9164	9493	3139
9570	10242	3469
0	212	0
601	971	213
1043	1122	584
2931	3111	664
3253	3738	845
4352	5239	1331
5321	5497	2219
7664	7792	2396
7852	7947	2525
8009	8379	2621
8953	9099	2992
9164	9493	3139
9570	11188	3469
11245	11786	5088
0	1444	0
1553	2812	1445
0	86	0
0	288	0
1936	2203	289
2337	2438	557
2517	2697	659
2757	3024	840
3638	3741	1108
3800	4169	1212
4230	4433	1582
4486	4653	1786
4719	5659	1954
0	286	0
1934	2201	287
2335	2436	555
2515	2695	657
2755	3022	838
3636	3739	1106
3798	4167	1210
4268	4431	1580
4484	4651	1744
4717	5657	1912
0	487	0
2884	3072	488
3202	3403	677
3462	3917	879
3976	4080	1335
4142	4345	1440
4402	4605	1644
6145	6297	1848
6361	6597	2001
7858	8024	2238
9818	10051	2405
10102	10263	2639
10314	10425	2801
0	487	0
2884	3072	488
3202	3403	677
3462	3917	879
3976	4077	1335
4142	4345	1437
4402	4605	1641
6145	6297	1845
6361	6597	1998
7858	8024	2235
9818	10051	2402
10102	10263	2636
10314	10425	2798
0	487	0
2884	3072	488
3202	3917	677
3976	4080	1393
4142	4345	1498
4402	4605	1702
6145	6297	1906
6361	6597	2059
7858	8024	2296
9818	10051	2463
10102	10263	2697
10314	10425	2859
0	1989	0
3264	3543	1990
3605	3792	2270
3860	4010	2458
4829	5007	2609
5464	5757	2788
6020	6394	3082
7175	8643	3457
8861	9467	4926
12005	12939	5533
13724	14062	6468
0	1059	0
2334	2613	1060
2675	2871	1340
2930	3080	1537
3899	4077	1688
4534	4827	1867
5090	5464	2161
6245	7713	2536
7931	8537	4005
9907	10012	4612
0	1059	0
2334	2613	1060
2675	2871	1340
2930	3080	1537
3899	4077	1688
4534	4827	1867
5090	5464	2161
6245	7713	2536
7931	8537	4005
9950	10012	4612
0	1059	0
2334	2613	1060
2675	2871	1340
2930	3080	1537
3899	4077	1688
4534	4827	1867
5090	5464	2161
6245	7713	2536
7931	8537	4005
9589	10012	4612
0	1059	0
2334	2607	1060
2675	2871	1334
2930	3080	1531
3899	4077	1682
4534	4827	1861
5090	5464	2155
6245	7713	2530
7931	8537	3999
10458	10637	4606
0	1059	0
2334	2613	1060
2675	2871	1340
2930	3080	1537
3899	4077	1688
4534	4827	1867
5090	5464	2161
6245	7713	2536
7931	8537	4005
10458	10637	4612
0	121	0
234	719	122
1367	1684	608
2330	3311	926
5509	6263	1908
0	121	0
234	719	122
2330	3311	608
4799	4953	1590
5509	6263	1745
0	121	0
234	719	122
1367	1684	608
2330	3311	926
4799	4953	1908
5509	6263	2063
0	474	0
9298	9993	475
13439	16423	1171
0	24	0
105	245	25
9298	9993	166
13439	19508	862
0	34	0
170	865	35
4311	7295	731
0	542	0
3988	9002	543
0	1673	0
1739	2157	1674
2695	3730	2093
4528	4651	3129
5011	5369	3253
0	1081	0
1147	1565	1082
2103	3138	1501
4419	4777	2537
0	758	0
824	1242	759
1780	2815	1178
3613	4454	2214
0	194	0
13228	13393	195
14804	14984	361
16169	16823	542
19438	19611	1197
19965	20240	1371
